,cpi,vm_cpi,va_cpi,va_cpi_core,ner,i,MB,ME,M1,M2,PS_CRED,gdp_index,REM,gdp_index_star,i_star,cpi_core,cpi,pce,pce_core
Comments ->,,,,,,,,,,,,,,,,,,,
2001M01,30.23975661,NaN,6.05,NaN,7.8,5.72,11611.1,7598.5,18260.3,39442.2,26568.1,67.22045868,NaN,87.95,5.74,183.9,175.6,74.932,75.796
2001M02,30.46050654,0.72999903,5.99,NaN,7.74,6.24,11786.1,7618.6,17748.7,38969.4,26591.3,65.90646631,NaN,88.09,5.59,184.4,176,75.048,75.93
2001M03,30.62457743,0.538634805,5.42,NaN,7.7,5.4,11961.7,7800.3,18579.4,39611.4,26914.1,68.80953592,NaN,88.17,5.29,184.7,176.1,75.055,76.009
2001M04,30.75583414,0.428599253,4.87,NaN,7.75,4.42,11937.8,7803.8,18322.4,39556.1,26924.8,67.05823725,NaN,88.17,4.67,185.1,176.4,75.187,76.13
2001M05,30.84831046,0.300678953,6.05,NaN,7.77,5.05,11931.5,7730.2,17826.8,40688.5,22376.8,64.13260381,NaN,88.31,4.24,185.3,177.3,75.385,76.148
2001M06,31.0750266,0.734938597,6.3,NaN,7.8,4.98,11787,7787.6,17627,41755.7,22541.3,60.55698347,NaN,88.27,3.95,186,177.7,75.518,76.318
2001M07,31.34648934,0.873572028,6.97,NaN,7.8,4.83,12124.5,7987.8,18358.3,42050,22787.3,64.23465533,NaN,88.29,3.82,186.4,177.4,75.493,76.515
2001M08,31.73727637,1.246669207,8.79,NaN,7.85,4.83,12013.1,7862.7,17607.8,42158.8,22669.3,63.99056082,NaN,88.24,3.66,186.7,177.4,75.484,76.553
2001M09,31.83870201,0.319578904,8.99,NaN,7.95,4.63,12219,7893.8,18652.3,42768.5,22979.5,62.88037021,NaN,88.22,2.75,187.1,178.1,75.227,76.118
2001M10,32.07735059,0.749554991,9.47,NaN,8.11,4.47,12637.23,8248.3,18507.5,42798.5,23554.2,64.41119795,NaN,88.08,2.66,187.4,177.6,75.492,76.654
2001M11,32.30108361,0.697479735,9.51,NaN,8.08,4.93,12399.4,8500.1,18938,43286,23906.8,67.80653327,NaN,87.99,2.06,188.1,177.5,75.441,76.81
2001M12,32.48901936,0.581824908,8.91,NaN,7.96,4.52,13953.2,9475.9,20112.6,45173.3,24426.8,72.62486454,NaN,87.95,1.52,188.4,177.4,75.363,76.828
2002M01,32.91560368,1.31301076,8.85,7.373404765,8.02,4.53,13770.7,8783.1,19571.4,44787.8,24348.4,69.46373306,83.2,88,1.85,188.7,177.7,75.431,76.871
2002M02,33.20496506,0.879100936,9.01,7.676758638,7.94,4.23,13179,8813.8,19924.9,44989.1,24471.2,67.82854034,96.7,88.03,1.83,189.1,178,75.558,77.018
2002M03,33.41974877,0.64684215,9.13,7.693315199,7.91,5.25,14023.24,9340.7,20545.7,45538.7,24680,70.68213865,109,88.12,1.74,189.2,178.5,75.763,77.11
2002M04,33.60171831,0.544497032,9.25,7.731780705,7.82,4.56,13901.77,8928.6,20092.7,45579.6,24578.1,69.64973036,139.2,88.12,1.82,189.7,179.3,76.08,77.325
2002M05,33.72104259,0.355113625,9.31,7.522233336,7.87,4.31,13589.6,8715.3,19846.1,45018.9,24634.1,67.64141465,89.8,88.27,1.79,190,179.5,76.13,77.411
2002M06,33.91494455,0.57501769,9.14,7.240797695,7.9,4.39,13167.8,8739.5,20248.1,45551.1,24875.4,64.22169831,128,88.39,1.73,190.2,179.6,76.225,77.534
2002M07,34.19833973,0.835605612,9.10,6.947856628,7.86,4.11,13659.7,9145.5,20426.2,46078.4,24962.3,67.96857834,136.5,88.47,1.76,190.5,180,76.393,77.692
2002M08,34.1893904,-0.026168902,7.73,6.380870643,7.77,4.91,13737.9,8752.6,19977.5,45695.3,24968.8,67.54871657,162.3,88.59,1.81,191.1,180.5,76.543,77.845
2002M09,34.0998972,-0.261757226,7.10,6.130044822,7.78,4.45,12812.8,8699.4,19819.5,45650.1,24929.3,67.09216146,157.3,88.66,1.85,191.3,180.8,76.681,77.972
2002M10,34.19535662,0.279940492,6.60,5.806330033,7.73,4.47,13456,8917.1,19916.6,45861.3,25137.6,66.52366688,176.3,88.81,1.82,191.5,181.2,76.821,78.038
2002M11,34.35047819,0.453633433,6.34,5.640975795,7.61,5.4,15180.7,8928.2,20379.5,46060,25287.5,69.43052996,143,88.84,1.23,191.9,181.5,76.897,78.114
2002M12,34.54438015,0.564481108,6.33,5.496813359,7.65,2.22,16280.5,9999.6,21624.5,48180.7,25349.4,75.10625965,158.2,88.86,1.16,192.1,181.8,76.971,78.187
2003M01,34.95604893,1.191709847,6.20,4.888725782,7.8,1.03,14268.8,9410.4,22211.5,48372.2,24958.9,72.39741236,164.8,89.09,1.33,192.4,182.6,77.201,78.24
2003M02,35.1976806,0.691244226,6.00,4.576306056,7.83,4.13,15660.8,9424.3,21887.5,48272.8,24889.8,70.66629216,144.7,89.08,1.33,192.5,183.6,77.526,78.348
2003M03,35.34981907,0.432240044,5.78,4.533351886,7.91,1.41,14693.8,9478.2,21939,48297.2,25046.8,74.38242221,160.8,89.09,1.38,192.5,183.9,77.725,78.474
2003M04,35.50792374,0.447257367,5.67,4.631392249,7.91,0.87,16111.7,9661,22044.6,48621.6,25235.3,71.58027646,181.1,89.12,1.31,192.5,183.2,77.593,78.561
2003M05,35.59741696,0.252037322,5.56,4.803749507,7.9,0.82,14891.1,9498.7,21757.1,48764.3,25572.9,68.83639723,187.4,89.18,1.28,192.9,182.9,77.504,78.674
2003M06,35.69287638,0.268163895,5.24,4.878926144,7.92,1.1,14870.4,9768.4,22259,49509.5,25708.7,65.84160523,161.5,89.24,1.45,193,183.1,77.588,78.718
2003M07,35.78833581,0.267446728,4.65,4.812360105,7.92,1.48,15757.7,10146.3,23014.2,50351.5,25758.5,70.00874176,192,89.41,1.04,193.4,183.7,77.816,78.915
2003M08,35.88677834,0.275068756,4.96,4.612449795,7.92,1.4,15166.9,10117.7,23237.4,50521.8,25901.1,69.54943668,178.9,89.54,1.01,193.6,184.5,78.079,79.004
